Date,Amount,Category,Text,,,,,,,,,,,
2025-07-29,5966.86,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-07-29,258.96,Entertainment,Transaction at Zee5,,,,,,,,,,,
2025-07-29,10938.58,Online Shopping,Transaction at Pepperfry,,,,,,,,,,,
2025-07-29,89030.59,Electronics,Transaction at Reliance Digital,,,,,,,,,,,
2025-07-29,5970.15,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-07-29,913.24,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-07-29,6321.93,Clothing,Transaction at Zara,,,,,,,,,,,
2025-07-29,5381.05,Clothing,Transaction at Nike,,,,,,,,,,,
2025-07-30,660.53,Entertainment,Transaction at Gaana,,,,,,,,,,,
2025-07-30,22699.69,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-07-30,2601.82,Grocery,Transaction at Nature's Basket,,,,,,,,,,,
2025-07-30,6796.93,Clothing,Transaction at Biba,,,,,,,,,,,
2025-07-30,47831.44,Electronics,Transaction at Samsung Store,,,,,,,,,,,
2025-07-30,470.46,Entertainment,Transaction at Gaana,,,,,,,,,,,
2025-07-30,106154.47,Electronics,Transaction at Sony Center,,,,,,,,,,,
2025-07-30,1980.28,Transport,Transaction at BMTC,,,,,,,,,,,
2025-07-30,29448.66,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-07-30,1971.0,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-07-30,709.72,Online Shopping,Transaction at Amazon,,,,,,,,,,,
2025-07-30,1823.09,Transport,Transaction at RedBus,,,,,,,,,,,
2025-07-30,27903.66,Travel,Transaction at MakeMyTrip,,,,,,,,,,,
2025-07-30,1453.81,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-07-30,5166.44,Clothing,Transaction at Zara,,,,,,,,,,,
2025-07-30,289.69,Food,Transaction at Barbeque Nation,,,,,,,,,,,
2025-07-30,7739.9,Clothing,Transaction at Nike,,,,,,,,,,,
2025-07-30,2811.39,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-07-30,5929.84,Clothing,Transaction at US Polo,,,,,,,,,,,
2025-07-30,4460.8,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-07-31,251.86,Food,Transaction at Saravana Bhavan,,,,,,,,,,,
2025-07-31,338.01,Grocery,Transaction at Star Bazaar,,,,,,,,,,,
2025-07-31,117848.43,Electronics,Transaction at Boat Lifestyle,,,,,,,,,,,
2025-07-31,18119.79,Online Shopping,Transaction at Meesho,,,,,,,,,,,
2025-07-31,15972.22,Online Shopping,Transaction at Ajio,,,,,,,,,,,
2025-07-31,2305.06,Bills,Transaction at Airtel,,,,,,,,,,,
2025-07-31,1509.0,Grocery,Transaction at BigBazaar,,,,,,,,,,,
2025-07-31,906.71,Transport,Transaction at BMTC,,,,,,,,,,,
2025-07-31,26018.06,Travel,Transaction at MakeMyTrip,,,,,,,,,,,
2025-07-31,1281.49,Food,Transaction at Subway,,,,,,,,,,,
2025-07-31,851.05,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-07-31,50016.88,Electronics,Transaction at Samsung Store,,,,,,,,,,,
2025-07-31,253.51,Entertainment,Transaction at YouTube Premium,,,,,,,,,,,
2025-07-31,11134.31,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-07-31,9980.26,Travel,Transaction at Air India,,,,,,,,,,,
2025-07-31,336.09,Entertainment,Transaction at YouTube Premium,,,,,,,,,,,
2025-07-31,2487.36,Online Shopping,Transaction at Flipkart,,,,,,,,,,,
2025-07-31,18913.59,Healthcare,Transaction at Apollo Hospital,,,,,,,,,,,
2025-07-31,1349.45,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-07-31,392.95,Food,Transaction at Pizza Hut,,,,,,,,,,,
2025-07-31,6070.58,Travel,Transaction at Air India,,,,,,,,,,,
2025-07-31,7043.25,Online Shopping,Transaction at Flipkart,,,,,,,,,,,
2025-07-31,4048.78,Online Shopping,Transaction at Lenskart,,,,,,,,,,,
2025-07-31,50968.02,Electronics,Transaction at Apple Store,,,,,,,,,,,
2025-07-31,16926.32,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-08-01,7540.82,Healthcare,Transaction at Kauvery,,,,,,,,,,,
2025-08-01,11779.45,Electronics,Transaction at Apple Store,,,,,,,,,,,
2025-08-01,586.34,Entertainment,Transaction at Spotify,,,,,,,,,,,
2025-08-01,113485.54,Electronics,Transaction at Asus Store,,,,,,,,,,,
2025-08-01,6668.56,Clothing,Transaction at Max Fashion,,,,,,,,,,,
2025-08-01,711.42,Travel,Transaction at MakeMyTrip,,,,,,,,,,,
2025-08-01,22597.09,Travel,Transaction at Yatra,,,,,,,,,,,
2025-08-01,7034.19,Online Shopping,Transaction at Lenskart,,,,,,,,,,,
2025-08-01,1393.73,Transport,Transaction at Meru Cabs,,,,,,,,,,,
2025-08-01,537.56,Entertainment,Transaction at Netflix,,,,,,,,,,,
2025-08-01,11971.09,Online Shopping,Transaction at Lenskart,,,,,,,,,,,
2025-08-01,3242.79,Bills,Transaction at TNEB,,,,,,,,,,,
2025-08-01,17808.22,Healthcare,Transaction at PharmEasy,,,,,,,,,,,
2025-08-01,4681.57,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-08-01,5473.5,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-08-01,111657.94,Electronics,Transaction at Boat Lifestyle,,,,,,,,,,,
2025-08-01,7999.6,Clothing,Transaction at Wrogn,,,,,,,,,,,
2025-08-02,3750.45,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-08-02,218.62,Food,Transaction at Burger King,,,,,,,,,,,
2025-08-02,10136.81,Online Shopping,Transaction at Myntra,,,,,,,,,,,
2025-08-02,9702.17,Travel,Transaction at IndiGo,,,,,,,,,,,
2025-08-02,235.14,Food,Transaction at CCD,,,,,,,,,,,
2025-08-02,1119.26,Food,Transaction at CCD,,,,,,,,,,,
2025-08-02,1449.93,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-08-02,3569.73,Healthcare,Transaction at Aster,,,,,,,,,,,
2025-08-02,330.81,Transport,Transaction at Rapido,,,,,,,,,,,
2025-08-02,1045.71,Bills,Transaction at TNEB,,,,,,,,,,,
2025-08-02,40166.13,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-08-02,866.42,Food,Transaction at Chai Point,,,,,,,,,,,
2025-08-02,1342.51,Food,Transaction at Barbeque Nation,,,,,,,,,,,
2025-08-02,3823.39,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-08-02,15892.38,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-08-02,5581.47,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-08-02,496.39,Food,Transaction at Starbucks,,,,,,,,,,,
2025-08-02,760.13,Food,Transaction at Subway,,,,,,,,,,,
2025-08-02,3518.38,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-08-02,7427.43,Healthcare,Transaction at Fortis,,,,,,,,,,,
2025-08-02,5518.31,Electronics,Transaction at Vivo Store,,,,,,,,,,,
2025-08-03,1456.02,Transport,Transaction at Ola,,,,,,,,,,,
2025-08-03,342.63,Entertainment,Transaction at Gaana,,,,,,,,,,,
2025-08-03,477.4,Entertainment,Transaction at Aha,,,,,,,,,,,
2025-08-03,333.48,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-08-03,378.12,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-08-03,7743.99,Online Shopping,Transaction at Lenskart,,,,,,,,,,,
2025-08-03,27603.5,Travel,Transaction at IndiGo,,,,,,,,,,,
2025-08-03,3970.15,Grocery,Transaction at DMart,,,,,,,,,,,
2025-08-03,825.7,Food,Transaction at Burger King,,,,,,,,,,,
2025-08-03,1181.36,Transport,Transaction at Ola,,,,,,,,,,,
2025-08-03,2486.97,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-08-03,110245.4,Electronics,Transaction at Samsung Store,,,,,,,,,,,
2025-08-03,2059.22,Bills,Transaction at Jio Fiber,,,,,,,,,,,
2025-08-03,18389.19,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-08-03,27349.37,Travel,Transaction at Vistara,,,,,,,,,,,
2025-08-03,675.56,Entertainment,Transaction at Zee5,,,,,,,,,,,
2025-08-03,17942.78,Healthcare,Transaction at PharmEasy,,,,,,,,,,,
2025-08-03,1263.07,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-08-03,1859.33,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-08-03,4216.61,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-08-03,665.43,Entertainment,Transaction at Gaana,,,,,,,,,,,
2025-08-03,4993.45,Clothing,Transaction at Woodland,,,,,,,,,,,
2025-08-03,114.14,Entertainment,Transaction at Aha,,,,,,,,,,,
2025-08-03,4561.85,Bills,Transaction at Airtel,,,,,,,,,,,
2025-08-03,1693.84,Bills,Transaction at Vodafone Idea,,,,,,,,,,,
2025-08-03,5504.7,Bills,Transaction at Jio Fiber,,,,,,,,,,,
2025-08-03,960.74,Entertainment,Transaction at YouTube Premium,,,,,,,,,,,
2025-08-03,4003.98,Clothing,Transaction at Levis,,,,,,,,,,,
2025-08-03,28640.99,Travel,Transaction at Yatra,,,,,,,,,,,
2025-08-03,135969.59,Electronics,Transaction at HP World,,,,,,,,,,,
2025-08-03,720.76,Food,Transaction at Subway,,,,,,,,,,,
2025-08-04,5732.02,Clothing,Transaction at Adidas,,,,,,,,,,,
2025-08-04,407.5,Food,Transaction at KFC,,,,,,,,,,,
2025-08-04,534.64,Grocery,Transaction at More Supermarket,,,,,,,,,,,
2025-08-04,2451.26,Grocery,Transaction at Nilgiris,,,,,,,,,,,
2025-08-04,20612.82,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-08-04,532.5,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-08-04,21569.35,Travel,Transaction at Vistara,,,,,,,,,,,
2025-08-04,121281.21,Electronics,Transaction at Apple Store,,,,,,,,,,,
2025-08-04,113030.5,Electronics,Transaction at OnePlus,,,,,,,,,,,
2025-08-04,13833.03,Online Shopping,Transaction at Flipkart,,,,,,,,,,,
2025-08-04,4555.97,Clothing,Transaction at Wrogn,,,,,,,,,,,
2025-08-04,801.64,Entertainment,Transaction at Amazon Prime,,,,,,,,,,,
2025-08-04,9959.83,Healthcare,Transaction at PharmEasy,,,,,,,,,,,
2025-08-04,1351.1,Food,Transaction at Taco Bell,,,,,,,,,,,
2025-08-04,11994.56,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-08-05,1973.48,Transport,Transaction at Uber,,,,,,,,,,,
2025-08-05,981.12,Food,Transaction at Chai Point,,,,,,,,,,,
2025-08-05,1762.38,Transport,Transaction at Rapido,,,,,,,,,,,
2025-08-05,6709.24,Clothing,Transaction at US Polo,,,,,,,,,,,
2025-08-05,12735.95,Travel,Transaction at Vistara,,,,,,,,,,,
2025-08-05,3578.31,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-08-05,493.66,Food,Transaction at Barbeque Nation,,,,,,,,,,,
2025-08-05,698.7,Transport,Transaction at BMTC,,,,,,,,,,,
2025-08-05,1323.23,Food,Transaction at Taco Bell,,,,,,,,,,,
2025-08-05,13087.49,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-08-05,3065.74,Grocery,Transaction at Nature's Basket,,,,,,,,,,,
2025-08-05,535.02,Online Shopping,Transaction at Flipkart,,,,,,,,,,,
2025-08-05,852.92,Clothing,Transaction at Wrogn,,,,,,,,,,,
2025-08-05,4100.19,Healthcare,Transaction at Aster,,,,,,,,,,,
2025-08-05,387.0,Entertainment,Transaction at Aha,,,,,,,,,,,
2025-08-05,3550.43,Online Shopping,Transaction at Tata Cliq,,,,,,,,,,,
2025-08-05,5945.68,Clothing,Transaction at Max Fashion,,,,,,,,,,,
2025-08-05,4757.68,Grocery,Transaction at Spencers,,,,,,,,,,,
2025-08-05,7402.97,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-08-05,9160.0,Healthcare,Transaction at Kauvery,,,,,,,,,,,
2025-08-05,1707.0,Grocery,Transaction at More Supermarket,,,,,,,,,,,
2025-08-05,2081.42,Grocery,Transaction at DMart,,,,,,,,,,,
2025-08-05,74.37,Transport,Transaction at Metro Rail,,,,,,,,,,,
2025-08-05,8145.56,Travel,Transaction at Vistara,,,,,,,,,,,
2025-08-06,2685.24,Clothing,Transaction at Biba,,,,,,,,,,,
2025-08-06,2583.75,Clothing,Transaction at Allen Solly,,,,,,,,,,,
2025-08-06,274.07,Transport,Transaction at Uber,,,,,,,,,,,
2025-08-06,20469.36,Travel,Transaction at Air India,,,,,,,,,,,
2025-08-06,1667.63,Bills,Transaction at Vodafone Idea,,,,,,,,,,,
2025-08-06,11031.92,Online Shopping,Transaction at Amazon,,,,,,,,,,,
2025-08-06,19766.53,Online Shopping,Transaction at Ajio,,,,,,,,,,,
2025-08-06,18502.66,Healthcare,Transaction at Apollo Hospital,,,,,,,,,,,
2025-08-06,1387.62,Grocery,Transaction at DMart,,,,,,,,,,,
2025-08-06,1006.98,Food,Transaction at Burger King,,,,,,,,,,,
2025-08-06,556.68,Clothing,Transaction at Puma,,,,,,,,,,,
2025-08-06,1314.81,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-08-06,8840.36,Online Shopping,Transaction at Tata Cliq,,,,,,,,,,,
2025-08-06,1884.51,Healthcare,Transaction at Netmeds,,,,,,,,,,,
2025-08-06,11785.97,Electronics,Transaction at Vivo Store,,,,,,,,,,,
2025-08-06,240.6,Bills,Transaction at TNEB,,,,,,,,,,,
2025-08-06,4546.52,Grocery,Transaction at More Supermarket,,,,,,,,,,,
2025-08-06,18844.4,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-08-06,907.48,Grocery,Transaction at Star Bazaar,,,,,,,,,,,
2025-08-06,137398.45,Electronics,Transaction at Croma,,,,,,,,,,,
2025-08-06,4915.99,Bills,Transaction at BSNL,,,,,,,,,,,
2025-08-07,10470.61,Travel,Transaction at Vistara,,,,,,,,,,,
2025-08-07,3787.79,Clothing,Transaction at H&M,,,,,,,,,,,
2025-08-07,2700.35,Grocery,Transaction at Spencers,,,,,,,,,,,
2025-08-07,51484.11,Electronics,Transaction at Apple Store,,,,,,,,,,,
2025-08-07,71015.98,Electronics,Transaction at Boat Lifestyle,,,,,,,,,,,
2025-08-07,1953.54,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-08-07,115263.6,Electronics,Transaction at HP World,,,,,,,,,,,
2025-08-07,512.89,Food,Transaction at Burger King,,,,,,,,,,,
2025-08-07,5579.89,Clothing,Transaction at Woodland,,,,,,,,,,,
2025-08-07,853.88,Food,Transaction at Subway,,,,,,,,,,,
2025-08-07,902.34,Transport,Transaction at RedBus,,,,,,,,,,,
2025-08-07,148322.3,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-08-07,625.55,Entertainment,Transaction at Amazon Prime,,,,,,,,,,,
2025-08-07,544.56,Food,Transaction at Chai Point,,,,,,,,,,,
2025-08-07,1131.84,Clothing,Transaction at Zara,,,,,,,,,,,
2025-08-07,3084.79,Online Shopping,Transaction at Pepperfry,,,,,,,,,,,
2025-08-07,373.31,Bills,Transaction at Airtel,,,,,,,,,,,
2025-08-07,68606.18,Electronics,Transaction at Apple Store,,,,,,,,,,,
2025-08-07,6095.3,Clothing,Transaction at Zara,,,,,,,,,,,
2025-08-07,1666.64,Transport,Transaction at Meru Cabs,,,,,,,,,,,
2025-08-07,80272.99,Electronics,Transaction at Sony Center,,,,,,,,,,,
2025-08-07,7332.71,Clothing,Transaction at Max Fashion,,,,,,,,,,,
2025-08-07,11678.53,Online Shopping,Transaction at Ajio,,,,,,,,,,,
2025-08-07,83700.47,Electronics,Transaction at Apple Store,,,,,,,,,,,
2025-08-07,11015.43,Electronics,Transaction at Sony Center,,,,,,,,,,,
2025-08-07,691.95,Food,Transaction at Taco Bell,,,,,,,,,,,
2025-08-07,11909.26,Travel,Transaction at Air India,,,,,,,,,,,
2025-08-08,3124.38,Clothing,Transaction at Zara,,,,,,,,,,,
2025-08-08,14592.78,Healthcare,Transaction at Kauvery,,,,,,,,,,,
2025-08-08,22040.26,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-08-08,784.22,Transport,Transaction at Meru Cabs,,,,,,,,,,,
2025-08-08,11530.76,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-08-08,19169.17,Healthcare,Transaction at Apollo Pharmacy,,,,,,,,,,,
2025-08-08,4709.38,Clothing,Transaction at US Polo,,,,,,,,,,,
2025-08-08,1828.95,Transport,Transaction at RedBus,,,,,,,,,,,
2025-08-08,2198.18,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-08-08,11826.44,Online Shopping,Transaction at Pepperfry,,,,,,,,,,,
2025-08-08,286.64,Entertainment,Transaction at Spotify,,,,,,,,,,,
2025-08-08,3087.32,Grocery,Transaction at Star Bazaar,,,,,,,,,,,
2025-08-08,2419.65,Bills,Transaction at TNEB,,,,,,,,,,,
2025-08-08,3056.02,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-08-08,15673.02,Healthcare,Transaction at Netmeds,,,,,,,,,,,
2025-08-08,846.32,Entertainment,Transaction at Netflix,,,,,,,,,,,
2025-08-08,91964.11,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-08-08,1215.74,Food,Transaction at Taco Bell,,,,,,,,,,,
2025-08-08,9669.11,Travel,Transaction at IRCTC,,,,,,,,,,,
2025-08-08,9989.62,Travel,Transaction at Yatra,,,,,,,,,,,
2025-08-08,19219.37,Online Shopping,Transaction at Pepperfry,,,,,,,,,,,
2025-08-08,5004.44,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-08-08,5018.5,Travel,Transaction at Goibibo,,,,,,,,,,,
2025-08-08,803.82,Food,Transaction at Starbucks,,,,,,,,,,,
2025-08-08,903.44,Online Shopping,Transaction at Pepperfry,,,,,,,,,,,
2025-08-08,2752.44,Grocery,Transaction at Star Bazaar,,,,,,,,,,,
2025-08-08,555.2,Entertainment,Transaction at YouTube Premium,,,,,,,,,,,
2025-08-08,106877.23,Electronics,Transaction at Boat Lifestyle,,,,,,,,,,,
2025-08-08,882.49,Grocery,Transaction at More Supermarket,,,,,,,,,,,
2025-08-08,2092.53,Clothing,Transaction at Allen Solly,,,,,,,,,,,
2025-08-08,1314.2,Transport,Transaction at Uber,,,,,,,,,,,
2025-08-08,3039.44,Bills,Transaction at BSNL,,,,,,,,,,,
2025-08-08,19066.67,Online Shopping,Transaction at Snapdeal,,,,,,,,,,,
2025-08-09,10637.38,Healthcare,Transaction at Fortis,,,,,,,,,,,
2025-08-09,17970.84,Healthcare,Transaction at Fortis,,,,,,,,,,,
2025-08-09,405.34,Transport,Transaction at Meru Cabs,,,,,,,,,,,
2025-08-09,499.41,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-08-09,1726.39,Transport,Transaction at RedBus,,,,,,,,,,,
2025-08-09,233.91,Transport,Transaction at BMTC,,,,,,,,,,,
2025-08-09,1938.52,Grocery,Transaction at Star Bazaar,,,,,,,,,,,
2025-08-09,28281.93,Travel,Transaction at MakeMyTrip,,,,,,,,,,,
2025-08-09,385.85,Food,Transaction at A2B,,,,,,,,,,,
2025-08-09,21884.87,Travel,Transaction at Air India,,,,,,,,,,,
2025-08-09,381.15,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-08-09,189.39,Transport,Transaction at RedBus,,,,,,,,,,,
2025-08-09,2856.12,Bills,Transaction at Jio Fiber,,,,,,,,,,,
2025-08-09,19915.47,Travel,Transaction at Yatra,,,,,,,,,,,
2025-08-09,3273.11,Grocery,Transaction at Star Bazaar,,,,,,,,,,,
2025-08-09,976.93,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-08-09,747.14,Grocery,Transaction at Nilgiris,,,,,,,,,,,
2025-08-09,1268.89,Transport,Transaction at Rapido,,,,,,,,,,,
2025-08-09,2092.31,Clothing,Transaction at Levis,,,,,,,,,,,
2025-08-10,840.16,Transport,Transaction at Metro Rail,,,,,,,,,,,
2025-08-10,5264.73,Clothing,Transaction at Allen Solly,,,,,,,,,,,
2025-08-10,498.34,Food,Transaction at Dominos,,,,,,,,,,,
2025-08-10,3464.7,Online Shopping,Transaction at Tata Cliq,,,,,,,,,,,
2025-08-10,100931.76,Electronics,Transaction at Samsung Store,,,,,,,,,,,
2025-08-10,339.33,Entertainment,Transaction at Amazon Prime,,,,,,,,,,,
2025-08-10,435.6,Entertainment,Transaction at Amazon Prime,,,,,,,,,,,
2025-08-10,1480.16,Grocery,Transaction at More Supermarket,,,,,,,,,,,
2025-08-10,5748.93,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-08-10,497.37,Transport,Transaction at Yulu Bikes,,,,,,,,,,,
2025-08-10,2296.78,Grocery,Transaction at Spencers,,,,,,,,,,,
2025-08-10,755.23,Entertainment,Transaction at Gaana,,,,,,,,,,,
2025-08-10,67650.08,Electronics,Transaction at Mi Store,,,,,,,,,,,
2025-08-10,17755.57,Online Shopping,Transaction at Amazon,,,,,,,,,,,
2025-08-10,446.57,Entertainment,Transaction at Gaana,,,,,,,,,,,
2025-08-10,254.21,Transport,Transaction at Rapido,,,,,,,,,,,
2025-08-10,4970.88,Grocery,Transaction at DMart,,,,,,,,,,,
2025-08-10,2073.43,Clothing,Transaction at Allen Solly,,,,,,,,,,,
2025-08-10,736.89,Entertainment,Transaction at Hotstar,,,,,,,,,,,
2025-08-10,988.9,Transport,Transaction at Ola,,,,,,,,,,,
2025-08-10,27810.14,Electronics,Transaction at Croma,,,,,,,,,,,
2025-08-10,179.49,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-08-11,1890.83,Travel,Transaction at OYO,,,,,,,,,,,
2025-08-11,14887.16,Online Shopping,Transaction at Pepperfry,,,,,,,,,,,
2025-08-11,261.82,Transport,Transaction at Rapido,,,,,,,,,,,
2025-08-11,729.35,Entertainment,Transaction at YouTube Premium,,,,,,,,,,,
2025-08-11,2046.07,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-08-11,17902.16,Online Shopping,Transaction at Amazon,,,,,,,,,,,
2025-08-11,11692.5,Online Shopping,Transaction at Pepperfry,,,,,,,,,,,
2025-08-11,859.26,Entertainment,Transaction at Aha,,,,,,,,,,,
2025-08-11,1534.07,Bills,Transaction at Gas Agency,,,,,,,,,,,
2025-08-11,4079.37,Grocery,Transaction at Nilgiris,,,,,,,,,,,
2025-08-11,1052.35,Bills,Transaction at BSNL,,,,,,,,,,,
2025-08-11,1448.29,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-08-11,6592.16,Clothing,Transaction at Woodland,,,,,,,,,,,
2025-08-11,886.04,Food,Transaction at CCD,,,,,,,,,,,
2025-08-12,10815.86,Healthcare,Transaction at MedPlus,,,,,,,,,,,
2025-08-12,1886.25,Transport,Transaction at BMTC,,,,,,,,,,,
2025-08-12,99170.46,Electronics,Transaction at Vivo Store,,,,,,,,,,,
2025-08-12,659.55,Food,Transaction at Dominos,,,,,,,,,,,
2025-08-12,6462.69,Clothing,Transaction at Woodland,,,,,,,,,,,
2025-08-12,1783.43,Grocery,Transaction at DMart,,,,,,,,,,,
2025-08-12,2607.62,Online Shopping,Transaction at Ajio,,,,,,,,,,,
2025-08-12,1471.88,Food,Transaction at Dominos,,,,,,,,,,,
2025-08-12,17551.18,Travel,Transaction at Booking.com,,,,,,,,,,,
2025-08-12,1715.96,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-08-12,835.06,Food,Transaction at Taco Bell,,,,,,,,,,,
2025-08-12,19125.2,Healthcare,Transaction at Apollo Hospital,,,,,,,,,,,
2025-08-12,12257.07,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-08-12,724.89,Food,Transaction at Saravana Bhavan,,,,,,,,,,,
2025-08-12,5773.11,Clothing,Transaction at Zara,,,,,,,,,,,
2025-08-12,2972.85,Bills,Transaction at Jio Fiber,,,,,,,,,,,
2025-08-12,8853.21,Online Shopping,Transaction at Snapdeal,,,,,,,,,,,
2025-08-12,521.01,Entertainment,Transaction at Spotify,,,,,,,,,,,
2025-08-12,1099.24,Grocery,Transaction at Spencers,,,,,,,,,,,
2025-08-12,979.6,Bills,Transaction at Property Tax Online,,,,,,,,,,,
2025-08-12,3849.71,Online Shopping,Transaction at Lenskart,,,,,,,,,,,
2025-08-12,536.47,Transport,Transaction at Ola,,,,,,,,,,,
2025-08-12,9797.04,Online Shopping,Transaction at Meesho,,,,,,,,,,,
2025-08-12,3889.84,Bills,Transaction at Vodafone Idea,,,,,,,,,,,
2025-08-13,3259.32,Travel,Transaction at Air India,,,,,,,,,,,
2025-08-13,390.33,Food,Transaction at McDonalds,,,,,,,,,,,
2025-08-13,29906.37,Travel,Transaction at Air India,,,,,,,,,,,
2025-08-13,2453.83,Grocery,Transaction at JioMart,,,,,,,,,,,
2025-08-13,536.68,Entertainment,Transaction at Netflix,,,,,,,,,,,
2025-08-13,13154.28,Online Shopping,Transaction at Pepperfry,,,,,,,,,,,
2025-08-13,2465.76,Bills,Transaction at ACT Fibernet,,,,,,,,,,,
2025-08-13,231.22,Entertainment,Transaction at Aha,,,,,,,,,,,
2025-08-13,14800.67,Travel,Transaction at MakeMyTrip,,,,,,,,,,,
2025-08-13,461.35,Entertainment,Transaction at Apple Music,,,,,,,,,,,
2025-08-13,1512.62,Clothing,Transaction at Pantaloons,,,,,,,,,,,
2025-08-13,3079.34,Grocery,Transaction at More Supermarket,,,,,,,,,,,
2025-08-14,1101.08,Travel,Transaction at AirAsia,,,,,,,,,,,
2025-08-14,1360.98,Food,Transaction at Dominos,,,,,,,,,,,
2025-08-14,590.22,Grocery,Transaction at Reliance Fresh,,,,,,,,,,,
2025-08-14,4538.49,Electronics,Transaction at Vivo Store,,,,,,,,,,,
2025-08-14,1016.78,Bills,Transaction at TNEB,,,,,,,,,,,
2025-08-14,1197.28,Food,Transaction at McDonalds,,,,,,,,,,,
2025-08-14,1256.77,Transport,Transaction at Meru Cabs,,,,,,,,,,,
2025-08-14,17944.06,Online Shopping,Transaction at Amazon,,,,,,,,,,,
2025-08-14,6109.49,Clothing,Transaction at US Polo,,,,,,,,,,,
2025-08-14,816.57,Transport,Transaction at TSRTC,,,,,,,,,,,
2025-08-14,1730.49,Bills,Transaction at Jio Fiber,,,,,,,,,,,
2025-08-14,137861.13,Electronics,Transaction at Dell Exclusive,,,,,,,,,,,
2025-08-14,18751.65,Healthcare,Transaction at 1mg,,,,,,,,,,,
2025-08-14,2572.26,Grocery,Transaction at Nilgiris,,,,,,,,,,,
2025-08-14,3444.23,Clothing,Transaction at Allen Solly,,,,,,,,,,,
2025-08-14,4601.75,Grocery,Transaction at DMart,,,,,,,,,,,
2025-08-14,902.13,Entertainment,Transaction at SonyLiv,,,,,,,,,,,
2025-08-14,242.72,Grocery,Transaction at Nature's Basket,,,,,,,,,,,
2025-08-14,2641.59,Bills,Transaction at Airtel,,,,,,,,,,,
2025-08-15,892.7,Transport,Transaction at TSRTC,,,,,,,,,,,
2025-08-15,9092.74,Online Shopping,Transaction at Meesho,,,,,,,,,,,
2025-08-15,1420.62,Bills,Transaction at Jio Fiber,,,,,,,,,,,
2025-08-15,19497.19,Online Shopping,Transaction at Snapdeal,,,,,,,,,,,
2025-08-15,185.22,Entertainment,Transaction at Aha,,,,,,,,,,,
2025-08-15,17382.36,Healthcare,Transaction at CloudNine,,,,,,,,,,,
2025-08-15,494.28,Food,Transaction at Taco Bell,,,,,,,,,,,
2025-08-15,9939.41,Travel,Transaction at Vistara,,,,,,,,,,,
